排名,单词,频次,出现卷数,音标,释义,同义词,例句(英),例句(中),词库来源
764,emotional,20,14,/i'məuʃənəl/,adj.情绪的；容易激动的；感动人的,excitable / nervy,She provided emotional support at a very distressing time for me.,在我非常痛苦的时候，她是我的情感支柱。,CET4_1
765,specific,20,16,/spəˈsɪfɪk/,adj.具体的,precise / strict / decided / detailed / particular,games suitable for specific age groups,适合特定年龄组的游戏,CET6_1
766,spread,20,16,/spred/,v.传播，扩散,extend / push / distribute / string / transmit,"The industrial revolution, which started a couple of hundred years ago in Europe, is now spreading across the world.",几百年前始于欧洲的工业革命现在正向全世界扩散。,CET6_1
767,presence,20,10,/'prez(ə)ns/,n.出席，到场；在,existence / being / entity / is,Your presence is requested at the club meeting on Friday.,敬请出席于周五举行的俱乐部会议。,CET4_2
768,carbon,20,11,/'kɑːb(ə)n/,n.碳,kryptol,I dread to think what the carbon footprint must be like of moving that coal but we have no choice.,我都不敢想象为了运这些煤产生了多少碳足迹，但我们没有选择。,CET4_2
769,fee,20,11,/fiː/,n.费，酬金；赏金,charge / cost / tip,You can use the gym and pool for a fee of £35 a month.,月付35英镑，即可使用健身房和游泳池。,CET4_2
770,consume,20,13,/kən'sjuːm/,vi.消灭， 毁灭  vt.消费；吃完，喝光,waste / to use up / peter / spend,Some of the most efficient refrigerators consume 70 percent less electricity than traditional models.,一些能效最高的冰箱比传统型号少消耗70%的电。,CET6_3
771,position,20,8,/pəˈzɪʃn/,v.定位，安放；  n.位置，职位,,Position the cursor before the letter you want to delete.,把光标放在你想删去的字母之前。,CET6_1
772,retail,20,4,/'riːteɪl/,n.零售,sell-through / resale,a retail price of £8.99,8.99英镑的零售价,CET6_2
773,complete,20,13,/kəm'pli:t/,v.完成  adj.完整的，彻底的,whole / thorough / full / absolute / total,Students must complete the course.,学生必须学完这门课程。,CET4_1
774,special,20,17,/'speʃ(ə)l/,"adj.特殊的,专门的;附加的,额外的",bargain / particular / extraordinary / technical / dedicated,a special place in the classroom for reading,教室里的阅读专区,KaoYan_1
775,interact,20,12,/ˌɪntər'ækt/,v.互动,entr'acte,"While the other children interacted and played together, Ted ignored them.",当其他孩子们相互交往、一起玩耍时，泰德却不理他们。,CET6_1
776,editor,20,2,/'edɪtə/,n.编辑，编者，校订者,compilation / redaction,the editor of a book of essays on modern poetry,现代诗歌论文集的编者,CET4_2
777,telemedicine,20,1,/ˌtelɪˈmedɪsɪn/,n.远程医疗,,Telemedicine helps patients in remote areas.,远程医疗帮助偏远地区的患者。,manual
778,operation,19,10,/ɒpə'reɪʃ(ə)n/,n.运算,work / manipulation,The whole operation is performed in less than three seconds.,全部运算在三秒内完成。,CET6_2
779,available,19,13,/əˈveɪləbl/,adj.可获得的，可利用的,valid / effective / virtual / telling / significant,Tickets are available from the box office.,售票处有票出售。,CET6_1
780,rate,19,14,/reɪt/,n.费用,degree / classification / coefficient / price / value,$20 an hour is the going rate (= the usual amount paid ) for private tuition.,每小时20美元是私人授课的一般收费。,CET6_1
781,win,19,16,/wɪn/,v.赢得；在…中获胜；劝诱  n.赢；胜利,purchase / bear off / arrive / make good / victory,Who’s winning (= who is most successful at this point in the game )?,现在谁领先？,GaoZhong_2
782,lifestyle,19,14,/'laɪfstaɪl/,n.生活方式,way of life / mode of life / styles of living,Regular exercise is part of a healthy lifestyle.,经常锻炼身体是健康生活方式的一部分。,ChuZhong_3
783,worth,19,14,/wɜːθ/,adj.值…的  n.价值,importance / estate / property / price / value,You should not deprecate your own worth.,你不应该贬低你自己的价值。,CET4_2
784,well-being,19,15,/ˌwel ˈbiːɪŋ/,n.幸福；健康；福祉,,Exercise improves mental well-being.,运动能改善心理健康。,manual
785,conclusion,19,17,/kən'kluːʒ(ə)n/,n.结论,outcome / ending / consequence / verdict,These are the report’s main conclusions.,这些就是这篇报告的主要结论。,CET4_1
786,warn,19,15,/wɔːn/,v.警告，提醒；通知  n.(Warn)人名；(英)沃恩；(德)瓦恩,alarm / jack / message / alert,"‘Be careful, the rocks are slippery,’ Alex warned.",“小心，岩石很滑。”亚历克斯提醒说。,KaoYan_2
787,innovation,19,8,/ˌɪnəˈveɪʃn/,n.创新，革新,reformation / renovation / renewal,We must encourage innovation if the company is to remain competitive.,公司要想保持竞争力，就必须鼓励革新。,CET6_1
788,talent,19,15,/'tælənt/,n.天才；才能；人才,capability / ability / quality / genius / endowment,"He has a lot of talent , and his work is fresh and interesting.",他很有天赋，作品新颖有趣。,CET4_2
789,pattern,19,17,/'pætn/,n.模式,mode / device / design / schema / specimen,Weather patterns have changed in recent years.,气候模式近年已经发生了变化。,CET6_1
790,official,19,11,,adj.官员的；官方的,,,,CET4_2
791,outside,19,17,/aʊt'saɪd; 'aʊtsaɪd/,prep.在…外，向…外,outer / external / out / without / surface,You can park your car outside our house.,你可以把汽车停在我们家屋外。,CET6_2
792,bill,19,6,/bɪl/,n.账单；招贴；票据,advertisement / note / publicity / William / act,Have you paid the phone bill?,电话费你付了吗？,CET4_2
793,proposal,19,9,/prə'pəʊz(ə)l/,n.提议,suggestion / advice / offer / instance / recommendation,The president is to put forward new proposals for resolving the country's constitutional crisis.,总统将提出解决国家宪法危机的新议案。,CET4_1
794,film,19,6,/fɪlm/,n.影片；胶卷；薄层,movie / membrane / cinema / cinematograph,Have you seen any good films recently?,你最近看过什么好的影片吗？,CET4_2
795,else,19,14,/els/,adv.其它，另外  adj.别的,otherwise / extra / other / tother,There’s something else I’d like to talk about as well.,我还有其他事情要谈一谈。,CET4_2
796,represent,19,14,/ˌreprɪ'zent/,vt.作为…的代表， 表示， 象征； 描绘， 表现,conduct oneself / bear oneself / trace / figure / to stand for,Mr Kobayashi was chosen to represent the company at the conference.,小林先生被选中代表公司出席会议。,CET6_3
797,recognition,19,15,/rekəg'nɪʃ(ə)n/,n.认出，识别,identification / discernment,"He stared at her, but there was no sign of recognition .",他盯着她看，但似乎没认出她来。,CET6_2
798,trouble,19,15,/'trʌb(ə)l/,n.麻烦；烦恼；故障；动乱  v.麻烦；使烦恼；折磨,worry / fault / headache / harry / worry,Recent stock market losses point to trouble ahead.,最近股市的下跌预示着未来将有麻烦。,KaoYan_2
799,cultivate,19,13,/'kʌltɪvet/,v.培养,rear / foster / plant / nurse,We cultivated maize and watermelons.,我们种植玉米和西瓜。,CET6_1
800,strive,19,12,/straɪv/,v.努力，奋斗，力求,apply oneself / struggle / labor,I was still striving to be successful.,我仍在努力争取成功。,CET6_2
801,leader,19,12,/'liːdə/,n.领袖，领导人；首领,chief / Moses / captain / boss / conductor,the largest ever gathering of world leaders,全世界领导人史无前例的大聚会,CET4_2
802,party,19,10,/'pɑːtɪ/,n.党，党派；聚会,principal / get-together,We’re having a small party this evening to celebrate our wedding anniversary.,我们今晚有个小聚会，庆祝我们的结婚纪念日。,CET4_2
803,awareness,19,18,/əˈweənəs/,n.意识,consciousness / knowledge / cognition,Health officials have tried to raise awareness (=  improve people’s knowledge  ) about AIDS.,卫生部官员努力提高人们对艾滋病的认识。,CET6_1
804,agreement,19,10,/ə'griːm(ə)nt/,n.协定，协议；同意,accordance / protocol / unity / identity / keeping,It is easier for two parties to reach agreement than for three.,两方达成一致比三方达成一致容易。,CET4_2
805,designer,19,7,/dɪ'zaɪnə/,n.设计师；谋划者  adj.由设计师专门设计的；享有盛名的；赶时髦的,stylist / fashion-conscious / turned-on,an interior designer,室内装潢设计师,Level4_2
806,motivate,19,13,/'məutɪveɪt/,vt.作为…的动机； 激励， 激发,stimulate / fan / needle / activate,Was he motivated solely by a desire for power?,他只是受到权欲的驱使吗？,CET6_3
807,anxiety,19,10,/æŋ'zaɪətɪ/,n.焦虑,solicitude / aspiration,his feelings of anxiety,他焦虑的心情,CET6_1
808,survive,19,13,/sə'vaɪv/,vi.活下来，继续存在；幸免于  vt.从中挺过来； 从…逃出； 比…活得长,,Only 12 of the 140 passengers survived.,140 名乘客中只有 12 人生还。,CET6_3
809,near,19,17,/nɪə/,adv.近，接近  adj.近的,familiar / close / rising / forbye / next,They live near London.,他们住在伦敦附近。,CET4_2
810,taste,19,12,/teɪst/,n.味觉，品味,uner / aesthetic appreciation / experience / degustate,It palls on my taste.,我觉得它毫无滋味。,CET4_2
811,engineer,19,16,/endʒɪ'nɪə/,n.工程师，技师,gineer / sapper / design / style / project,"He trained as a civil engineer (= one who designs and builds roads, bridges etc ).",他接受过土木工程师培训。,CET4_2
812,heart,19,12,/hɑːt/,n.心，内心；勇气,courage / affection / core / main / feeling,Regular exercise is good for the heart.,经常锻炼对心脏有好处。,CET4_2
813,conduct,19,15,/kən'dʌkt/,v.引导，管理,lead through / manage / run / direct / represent,"Aluminium, being a metal, readily conducts heat .",铝这种金属导热性能很好。,CET6_1
814,discover,19,16,/dɪ'skʌvə/,v.发现,detect / sniff out / sniff out / to find,The body was discovered in a field.,尸体是在一块田地里找到的。,CET4_1
815,road,19,10,/rəʊd/,n.公路，马路；道路；手段  vt.（狗）沿臭迹追逐（猎物）  adj.（美）巡回的,highway / path / instrument / way / course,65 Maple Road,枫树路65号,KaoYan_2
816,happiness,19,6,/ˈhæpinəs/,n.幸福，幸运；快乐,welfare / xingfu / eudemonia,Juliet’s eyes shone with happiness.,朱丽叶的双眼闪耀着幸福的光芒。,CET4_2
817,chimp,19,1,/tʃɪmp/,n.黑猩猩（chimpanzee 的简称）,,The chimp used a stick as a tool.,那只黑猩猩把树枝当作工具。,manual
818,examine,18,14,/ɪg'zæmɪn; eg-/,v.检查，仔细观察,inspect / review / survey / probe / check for,A team of divers was sent down to examine the wreck.,一组潜水员被送到水下检查沉船。,CET4_2
819,vary,18,15,/'veərɪ/,v.变化,pass / change from / influence / fashion / shift,Quentin’s mood seems to vary according to the weather.,昆廷的情绪似乎随天气而变化。,CET6_1
820,crisis,18,11,/'kraɪsɪs/,n.危机；转折点,defining moment / critical stage,The country now faces an economic crisis .,该国目前正面临一场经济危机。,CET6_2
821,enhance,18,16,/ɪn'hɑːns; -hæns; en-/,v.提高，增加；改进,raise / cement / boost / muscle / gain,Good lighting will enhance any room.,良好的照明能给房间增色不少。,CET6_2
822,loss,18,13,/lɒs/,n.遗失；损失；失败,reduction / failure / decrease / losing / reverse,"The company is closing down two of its factories, leading to 430 job losses .",公司要关闭其中的两家工厂，这将造成430人失业。,CET4_2
823,lay,18,12,/leɪ/,v.置放；铺设；设置,to lie down / strange / mundane / location / situation,He laid his hand on my shoulder.,他把一只手搭在我的肩上。,CET4_2
824,attitude,18,11,/'ætɪtjuːd/,n.态度， 看法； 姿势,opinion / viewpoint / behavior / comment / mind,"As soon as they found out I was a doctor, their whole attitude changed.",他们一听说我是医生，态度就完全改变了。,CET6_3
825,ago,18,14,/ə'gəʊ/,adv.以前,previously / formerly / back / previous / past,They moved to a new house some time ago (=  a fairly long time ago  ) .,他们搬进新居已有些日子了。,CET4_2
826,five,18,14,/faɪv/,num.五，五个，第五,cinque / pentad,There is also a golf course five miles away.,五英里外还有个高尔夫球场。,CET4_2
827,priority,18,14,/praɪ'ɒrɪtɪ/,n.先，前；优先，重点,precedence / preference to sth,The club’s priority is to win the League.,该俱乐部首先考虑的是要赢得联赛。,CET6_2
828,technological,18,10,/ˌteknəˈlɒdʒɪkl/,adj.技术的；科技的,,Technological progress changes our lives.,技术进步改变我们的生活。,manual
829,repeat,18,11,/rɪ'piːt/,v.重说，重做  n.重复,read back / echo / counterpart / iterance / do over,Can you repeat your question?,你能重复一遍你的问题吗？,CET4_2
830,ready,18,18,/'redɪ/,adj.乐意的，愿意的,rapid / fast / forward / express / quick,She was ready and willing to work hard.,她工作积极肯干。,CET6_1
831,quickly,18,17,/'kwɪklɪ/,adv.迅速地；很快地,rapidly / fast / promptly / ready,We need to get this finished as quickly as possible.,我们必须尽快完成此事。,Level8_2
832,combine,18,13,/kəm'baɪn/,v.结合，联合；化合  n.联合企业； 联合收割机,bond / associate / band / bond / couple,Diets are most effective when combined with exercise.,节食和锻炼相结合是最有效的。,CET6_3
833,oppose,18,12,/ə'pəʊz/,v.反对,combat / sit down on / object / sit down on,Congress is continuing to oppose the President’s health care budget.,国会继续反对总统的医疗保健预算。,CET6_1
834,package,18,7,/'pækɪdʒ/,n.包裹，包装；一揽子交易  vt.把…打包； 包装,envelopment / fardel / parcel,There’s a package here for a Miami Lakes address.,这里有一个寄往迈阿密湖的包裹。,CET6_3
835,cover,18,13,/'kʌvə(r)/,v.报道,deal with / complete with / envelope / coer / write over,I’d just returned from covering the Cambodian war.,我刚报道完柬埔寨战争回来。,CET6_1
836,mostly,18,15,/'məʊs(t)lɪ/,adv.主要的，大部分,mainly / basically / largely / usually / generally,Green teas are mostly from China or Japan.,绿茶主要来自中国或日本。,CET4_2
837,news,18,16,/njuːz/,n.新闻，消息,message / word / press,I hope to have some good news for you soon.,我希望很快就能给你好消息。,CET4_2
838,implement,18,16,/'ɪmplɪm(ə)nt/,n.工具  v.贯彻,accomplish / perform / come true / fulfill / enforce,...writing implements.,…书写用具。,CET6_2
839,accelerate,18,14,/ək'seləreɪt/,v.加速,improve / increase speed,measures to accelerate the rate of economic growth,加快经济增长速度的措施,CET6_1
840,nearly,18,14,/'nɪəlɪ/,adv.差不多；密切地,almost / most / virtually / practically,It took nearly two hours to get here.,到这里花了将近两小时。,CET4_2
841,chemical,18,13,/'kemikəl/,adj.化学的 n. 化学制品,chymic,the chemical composition of bleach,漂白剂的化学成分,CET4_1
842,function,18,16,/'fʌŋkʃn/,vi.工作， 运行； 起作用  n.功能，职务；【数】函数；重大聚会,action / obligation / fn / exercise one's activity,Her legs have now ceased to function .,她的双腿现在已经丧失正常功能了。,CET6_3
843,artist,18,10,/'ɑːtɪst/,n.艺术家，美术家,pope / maestro,an exhibition of paintings by local artists,当地画家的画展,CET4_2
844,normal,18,12,/'nɔːm(ə)l/,adj.正常的，普通的,standard / arm's-length / criterion / standard / level,A normal working week is 40 hours.,一个正常的工作周是40小时。,CET4_2
845,description,18,9,/dɪ'skrɪpʃ(ə)n/,n.描写，形容；种类,presentation / type / style / characterization,The booklet gives a brief description of each place.,这本小册子对每一个地方都作了简短的介绍。,CET4_2
846,tree,18,7,/triː/,n.树；木料；树状物  v.把赶上树,timber,"As a kid, I loved to climb trees.",小时候，我喜欢爬树。,KaoYan_2
847,reveal,18,17,/rɪ'vi:l/,v.揭露,make clear / prove / disclose / expose / uncovery,He may be prosecuted for revealing secrets about the security agency.,他可能因泄露安全部门的机密而被起诉。,CET6_1
848,remember,18,12,/rɪ'membə/,v.记得，想起；记住,to learn by heart / honour the memory of / think of / come back,Do you remember Rosa Davies?,你记得罗莎·戴维斯吗？,CET4_2
849,psychological,18,10,/ˌsaɪkə'lɒdʒɪkl/,adj.心理的,moral / numinous,Sleep disorders are a serious psychological problem .,睡眠障碍是严重的心理疾病。,CET6_3
850,define,18,13,/dɪ'faɪn/,v.规定；立（界限）,regulate / state / rule,the ability to define clients’ needs,确定客户需求的能力,CET6_2
851,intelligence,18,11,/in'telidʒəns/,n.智力，智慧，理解力,brain / mind / mentality / understanding / head,"To be good at the game, you need a reasonable level of intelligence.",要想把这种游戏玩好，需要一定的智力水平。,CET4_1
852,emerge,18,11,/ɪ'mɜ:dʒ/,v.出现,ray / cast off,The flowers emerge in the spring.,花儿在春天开放。,CET6_1
853,outcome,18,15,/ˈaʊtkʌm/,n.结果,product / result / conclusion / event / feedback,People who had heard the evidence at the trial were surprised at the outcome.,在审判过程中听过证词的人都对此结果感到吃惊。,CET6_1
854,useful,18,10,/'juːsfʊl; -f(ə)l/,adj.有用的，有益的；有帮助的,helpful / beneficial / advantageous / conducive / assistant,useful information,有用的信息,GaoZhong_2
855,advocate,18,15,/'ædvəkeɪt；-ət/,v.拥护  n.辩护律师,maintain / submit / prophet / supporter,Extremists were openly advocating violence.,极端主义者公开鼓吹使用暴力。,CET6_2
856,response,18,11,/rɪ'spɒns/,n.回应,reaction / behavior / reception / reply / answer,"Carl made no response, and carried on with his meal.",卡尔没有回答，继续吃饭。,CET6_2
857,crop,18,9,/krɒp/,n.农作物，庄稼；一熟,output / yield / plant / harvest / plant,The main crops were oats and barley.,主要作物是燕麦和大麦。,CET4_2
858,owner,18,10,/'əʊnə/,n.物主，所有人,proprietor,He was now the proud owner of a bright red sports car.,他现在拥有了一辆亮红色跑车，很是自豪。,CET4_2
859,war,18,11,/wɔː/,n.战争，斗争；军事，战术；冲突，对抗，竞争  v.打仗，作战；对抗,interference / competition / sword / tactics / conflict,the Vietnam War,越南战争,GaoZhong_2
860,yellow,18,4,/'jeləʊ/,adj.黄的，黄色的  n.黄色,maize / xanthic / sunking / giallo,yellow flowers,黄花,KaoYan_1
861,efficiency,17,12,/ɪ'fɪʃnsi/,n.效率； 功效， 效能,virtue / potency,considerable advancements in energy efficiency,能源效率的显著提高,CET6_3
862,expand,17,15,/ɪk'spænd/,v.扩大， 膨胀,dwell on / enlarge on / grow / go way,Water expands as it freezes.,水结冰时会膨胀。,CET6_3
863,speed,17,13,/spiːd/,v.超速，加速；加速，迅速前行；兴隆  n.速度，速率；迅速，快速；昌盛，繁荣,quicken up / to accelerate / velocity / prosperity / up,I got caught speeding on the A40 yesterday.,昨天我在 A40 号干线公路上超速行驶被逮到。,KaoYan_2
864,refer,17,14,/rɪ'fɜː/,v.使求助于  v.谈到,deal with / to consult / deal with / to relate to,"In his speech, he referred to a recent trip to Canada.",在他的讲话中，他提到了最近的加拿大之行。,CET4_2
865,intervention,17,10,/ˌɪntə'venʃn/,n.干涉,prevention / violation,government intervention to regulate prices,政府介入控制物价,CET6_1
866,sure,17,16,/ʃɔ:(r)/,adj.确信的；可靠的；必定的  adv.当然；的确  n.(Sure)人名；(英)休尔,confident / responsible / honest / reliable / tried,‘That’s Sarah’s cousin.’ ‘Are you sure?’,“那是萨拉的表妹。”“你肯定吗？”,GaoZhong_2
867,powerful,17,12,/'paʊəfʊl; -f(ə)l/,adj.强有力的；有权威的,formidable / cogent / greatly / quite / badly,He was one of the most powerful men in Bohemia.,他是波希米亚最有权势的人物之一。,CET4_2
868,agency,17,10,/'eɪdʒənsɪ/,n.机构,procuration / intermediary agent,a UN agency responsible for helping refugees,负责为难民提供帮助的联合国机构,CET4_1
869,proportion,17,8,/prə'pɔ:ʃən/,n.比例，部分,ratio / area / equilibrium / scale / part,A large proportion of the dolphins in that area will eventually die.,那个地区的很大一部分海豚最终都会死去。,CET4_1
870,debt,17,6,/det/,n.债务,liability / loan / borrowing,He had enough money to pay off his outstanding debts.,他有足够的钱偿还亏欠的债务。,CET4_1
871,material,17,13,/məˈtɪəriəl/,n.材料,crucial / important / considerable / big / major,curtain material,窗帘布,CET6_1
872,release,17,11,/rɪ'li:s/,v.释放，发布,deliver / send / free / project / convey,"Police arrested several men, who were later released.",警察逮捕了几个人，后来都释放了。,CET6_1
873,sustainable,17,13,/səˈsteɪnəbl/,adj.可持续的,,The government should do more to promote sustainable agriculture.,政府应该做更多工作来推动可持续农业的发展。,CET4_1
874,novel,17,15,/'nɒv(ə)l/,adj.新颖的,patent / exquisite / story / fiction,Protesters found a novel way of demonstrating against steeply rising oil prices.,抗议者们找到一种新奇的示威方式来反对石油价格的飙升。,CET6_1
875,unemployment,17,4,/ʌnɪm'plɒɪm(ə)nt; -em-/,n.失业；失业人数,joblessness / jobless rate,Closure of the plant means 80 workers are facing unemployment.,这家工厂的关闭意味着 80 个工人面临失业。,CET6_2
876,purpose,17,15,/'pɜːpəs/,n.目的；意图；效果,goals / intention / sake / objective / use,Nick had no particular purpose in mind when he started.,尼克开始的时候头脑中并没有明确的目标。,CET4_2
877,death,17,11,/deθ/,n.死，死亡；灭亡,destruction / dying,1.5 million people are in immediate danger of death from starvation.,150万人正因饥饿而即将面临死亡的危险。,CET4_2
878,widely,17,15,/'waɪdlɪ/,adv.大大地,far and wide / diffusely,The quality of the applicants varies widely.,申请人的素质差异很大。,CET6_2
879,safety,17,13,/'seɪftɪ/,n.安全；保险；安全设备；保险装置；安打,insurance / security / assurance,"You shouldn’t travel alone, for safety’s sake .",为安全起见，不要独自一人旅行。,KaoYan_2
880,hundred,17,13,/'hʌndrəd/,num.百，百个  n.许多,lots of / sea / host / thousands of / much,I’m not a hundred percent sure where she lives.,我不能完全确定她住在哪里。,CET4_2
881,lake,17,2,/leɪk/,n.湖,lacus / loch,Lake Michigan,密歇根湖,CET4_2
882,cook,17,10,/kʊk/,v.烹调，煮  v.烧菜,chef / kitchener,Where did you learn to cook?,你在哪里学烹调的？,CET4_2
883,middle,17,15,/'mɪd(ə)l/,n.中部  adj.中部的,medium / mid / intermediary / secondary / moderate,"There are plenty of small houses for sale, and quite a lot of very large ones, but very little in the middle.",在售的小房子很多，大房子也有不少，但是不大不小的很少。,CET4_2
884,anything,17,15,/'enɪθɪŋ/,pron.任何事物；一切,,You can buy anything you want.,你想要什么都可以买。,CET4_2
885,walk,17,13,/wɔːk/,n.步行，走；散步  v.散步；走过,pedestrism / ambulation / step by / roam around / go,It’s a long walk. Maybe we should get the bus.,走着去很远，或许我们应该乘公共汽车。,KaoYan_2
886,connection,17,16,/kə'nekʃn/,n.连接； 联系； 连接物， 连接点； 亲戚,relationship / bearing / link / concern / junction,Police have so far failed to establish a connection between the two murders.,到目前为止警方尚未确定两宗凶杀案之间有关联。,CET6_3
887,teen,17,6,/'tiːn/,adj.青少年的  n.少年男女，青少年,anger / sadness / youths / wrath,a rock star and teen idol,一位摇滚歌星兼青春偶像,ChuZhong_3
888,associate,17,13,/ə'səuʃieɪt/,v.把…联系在一起；使联合，结合；交往	[ə'səuʃiət]  adj.副的  n.伙伴，同事,company / travel / sort / mix / brother,Through science we've got the idea of associating progress with the future.,通过科学我们已有了将进步与未来联系起来的观念。,CET6_3
889,staff,17,10,/stɑːf/,n.工作人员；参谋,rod / bar,10 staff were allocated to the task.,10名员工被分派做这项任务。,CET4_2
890,object,17,12,/'ɒbdʒɪkt; -dʒekt/,vi.反对， 不赞成  n.实物， 物体； 目的， 目标； 对象， 客体； 宾语,target / goal / end / cause / aim,"If no one objects, I would like Mrs Harrison to be present.",如果没人反对的话，我想请哈里森夫人出席。,CET6_3
891,vital,17,13,/'vaitəl/,adj.重要的,dynamic / life-or-death,The work she does is absolutely vital.,她所做的工作至关重要。,CET6_1
892,extreme,17,13,/ɪk'stri:m/,adj.极端的,ultra / excessive / terminal / bottom,Extreme poverty still exists in many rural areas.,许多农村地区仍处于赤贫状态。,CET6_1
893,score,17,10,/skɔː/,n.得分，比数，成绩；二十  vt.分， 给…打分； 画线于； 获胜,marks / twenty / acquire / earn / buy,At half-time the score was one all.,半场时的比分是一比一。,CET6_3
894,behind,17,16,/bɪ'haɪnd/,prep.在…后面,with / past / ass / rear / pratt,I turned to speak to the person standing behind me.,我转身和站在我后面的那人说话。,CET4_2
895,reserve,17,8,/rɪ'zɜːv/,n.缄默，自我克制,store / repertory / stay at / save from / book for,She overcame her own natural reserve.,她克服了沉默寡言的天性。,CET6_2
896,station,17,9,/'steɪʃ(ə)n/,n.车站；驻地；地位；身份  v.配置；安置；驻扎,capacity / condition / standing / establish / put,I want to get off at the next station.,我要在下一站下车。,KaoYan_2
897,habitat,17,11,/'hæbɪtæt/,n.栖息地； 住处,home / production place,watching monkeys in their natural habitat,观察自然生活环境中的猴子,KaoYan_3
898,suppose,17,14,/sə'pəuz/,v.料想，以为；假定；期望,expect / have / count / say / guess,There were many more deaths than was first supposed.,死亡人数远远超过最初的预料。,CET4_1
899,male,17,8,/meɪl/,adj.男的，雄的  n.男子,vigorous / energetic / boy / tom / guy,a deep male voice,低沉的男声,CET4_2
900,count,17,12,/kaʊnt/,n.起拆理由，罪状,figure / expect / guess / find / feel,Davis was found not guilty on all counts .,戴维斯受到指控的各项罪名均不成立。,CET6_2
901,lifelong,17,3,/ˈlaɪflɒŋ/,adj.终身的；毕生的,,Learning is a lifelong process.,学习是终身的过程。,manual
902,pursuit,17,11,/pəˈsju:t/,n.追求,profession / employment / career / calling / job,The quarterback sprinted toward the end zone with Jansen in hot pursuit (= following closely behind ) .,那名四分卫快速冲向底线区，詹森穷追不舍。,CET6_1
903,compel,17,11,/kəm'pel/,v.强迫,pressure / force / enforce,...the introduction of legislation to compel cyclists to wear a helmet.,…强制骑车人戴头盔的法律的引入。,CET6_1
904,perspective,17,11,/pə'spektɪv/,n.视角，观点,viewpoint / outlook / eye / sentiment / standpoint,the artist’s use of perspective,那位画家对透视法的运用,CET6_1
905,debate,17,14,/dɪ'beɪt/,n&v.争论， 辩论,reason / dispute about / deal / pro-and-con / dispute,the gun-control debate in the US,美国有关控制枪支的争论,CET6_3
906,conservation,17,8,/ˌkɒnsəˈveɪʃn/,n.保护,preservation / protection / maintenance / lee / safeguard,wildlife conservation,野生生物保护,CET6_1
907,cell,17,10,/sel/,n.细胞；小房间,electric battery / electric element,cancer cells,癌细胞,CET4_2
908,phenomenon,17,11,/fə'nɒmɪnən/,n.现象,wonder / miracle,Homelessness is not a new phenomenon .,无家可归已不是什么新现象。,CET6_1
909,identity,17,8,/aɪ'dentɪtɪ/,n.身份,accordance / estate / unity / agreement / quality,The identity of the killer is still unknown.,凶手的身份仍未查明。,CET4_1
910,grass-fed,17,1,/ˈɡrɑːs fed/,adj.草饲的；吃草长大的,,Grass-fed beef is considered healthier.,草饲牛肉被认为更健康。,manual
911,variability,17,1,/ˌveəriəˈbɪləti/,n.可变性；变化性；变异性,,There is great variability in the data.,数据存在很大的变异性。,manual
912,improvement,16,11,/ɪm'pruːvm(ə)nt/,n.改进，改善；改进处,reforming / amendment / enrichment / amelioration,Our results have shown some improvement this month.,我们的成绩这个月有所提高。,CET4_2
913,acquire,16,13,/ə'kwaɪə/,vt.取得， 获得； 学到,earn / buy / score / find / make,Manning hoped to acquire valuable works of art as cheaply as possible.,曼宁希望以尽可能低的价格买到有价值的艺术品。,CET6_3
914,vacation,16,10,/və'keɪʃn; veɪ'keɪʃn/,n.假期， 休假,hols / have a holiday / take time off from sth.,We’re planning a vacation in Europe.,我们正计划去欧洲度假。,CET4_3
915,statistic,16,12,/stə'tɪstɪk/,n.统计数值， 统计资料； 统计学,,The statistic comes from a study recently conducted by the British government.,这项统计数据来自英国政府最近进行的一项研究。,CET4_3
916,grind,16,13,/graɪnd/,v.磨碎，碾碎，把...磨成粉,sharp / triturate / prey upon / lie on / milling,Store the peppercorns in an airtight container and grind the pepper as you need it.,将胡椒子储藏在密封容器里，当你需要的时候把它磨成粉。,CET6_2
917,sufficient,16,13,/sə'fɪʃnt/,adj.足够的， 充分的,competent / plenty / wealthy,We can only prosecute if there is sufficient evidence.,有了足够的证据，我们才能提出起诉。,CET6_3
918,one's,16,8,/wʌnz/,某人的（one 的所有格）,,One should do one's best.,人应当尽其所能。,manual
919,pas,16,13,/pɑː/,n.（法语）舞步；步法,,She practiced a difficult pas.,她练习了一个高难度的舞步。,manual
920,insurance,16,6,/ɪn'ʃuərəns/,n.保险； 保险费,assurance / safety / premium / compensation,Your father took out insurance to cover the mortgage.,你父亲购买了抵押借款保险。,CET6_3
921,urge,16,12,/ɜ:dʒ/,v.催促,crowd / rush up / impulse / driving force / scream for,The charity urged quick action.,慈善机构敦促迅速采取行动。,CET6_1
922,celebrity,16,6,/sɪ'lebrɪtɪ/,n.名人，名流；著名，名声，名望,personality / lion / fame,a sporting celebrity,体育明星,KaoYan_1
923,worldwide,16,12,/'wɜːl(d)waɪd/,adv.世界范围地，全世界,universal,His books have sold more than 20 million copies worldwide.,他的书在全世界卖出了两千多万本。,CET6_1
924,fully,16,12,/'fʊlɪ/,adv.充分地；完全地；彻底地  n.(Fully)人名；(法)菲利,entirely / completely / totally / thoroughly / absolutely,The restaurant is fully booked this evening.,今晚这家餐厅订满了。,Level8_2
